track_name	album_name	artist_name	genres	release_date	duration_ms	popularity	explicit	is_playable
id 072019	id 072019	W/N	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie']	2023-07-31	271704.0	59.0	False	True
Left and Right (Feat. Jung Kook of BTS)	CHARLIE	Charlie Puth	['soft pop', 'pop']	2022-10-06	154486.0	69.0	False	True
Thích Quá Rùi Nà	Thích Quá Rùi Nà	tlinh	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2023-07-14	178000.0	57.0	False	True
Thanh Xuân	Thanh Xuân	Da LAB	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2018-08-24	220509.0	54.0	False	True
3107 3	3107 3 (feat. Nâu, titie, Dươngg)	W/N	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie']	2021-07-31	240000.0	56.0	False	True
Butter	Proof	BTS	['k-pop']	2022-06-10	164952.0	70.0	False	True
Những Lời Hứa Bỏ Quên	Những Lời Hứa Bỏ Quên	Vũ.	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2023-12-14	236262.0	54.0	False	True
Bước Qua Mùa Cô Đơn	Một Vạn Năm	Vũ.	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2022-09-09	278823.0	52.0	False	True
Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau	Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau	Olew	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2023-01-02	278732.0	51.0	False	True
Dynamite	BE	BTS	['k-pop']	2020-11-20	199053.0	76.0	False	True
ngủ một mình (tình rất tình)	ngủ một mình (tình rất tình)	HIEUTHUHAI	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2022-12-15	192000.0	58.0	False	True
Nghe Như Tình Yêu	Nghe Như Tình Yêu	HIEUTHUHAI	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2021-07-09	193049.0	60.0	False	True
double take	rapunzel	Dhruv	[]	2022-01-21	171743.0	74.0	False	True
Miên Man	Miên Man	Minh Huy	['v-pop', 'vietnamese lo-fi', 'vietnamese hip hop', 'vietnam indie']	2022-06-24	197998.0	52.0	False	True
đưa em về nhàa	đưa em về nhàa	GREY D	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2023-04-24	240000.0	57.0	False	True
shhhhhhh..	shhhhhhh..	WEAN	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2023-10-07	230675.0	60.0	False	True
Âm Thầm Bên Em	m-tp M-TP	Sơn Tùng M-TP	['v-pop', 'vinahouse', 'vietnamese hip hop']	2017-04-01	293112.0	59.0	False	True
3 1 0 7 (feat. Duongg & Nâu)	3 1 0 7 (feat. Duongg & Nâu)	W/N	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie']	2024-06-26	234938.0	55.0	False	True
Thích Em Hơi Nhiều	Thích Em Hơi Nhiều	Wren Evans	['v-pop', 'vietnam indie', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse']	2021-06-18	171741.0	52.0	False	True
có hẹn với thanh xuân	Over The Moon	MONSTAR	['v-pop', 'vietnam indie']	2021-08-01	218026.0	49.0	False	True
dự báo thời tiết hôm nay mưa	dự báo thời tiết hôm nay mưa - Maxi Single	GREY D	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2022-11-22	281493.0	57.0	False	True
Simp Gái 808	Simp Gái 808	Low G	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2023-10-18	161948.0	58.0	True	True
Chuyện Rằng	Chuyện Rằng	Thịnh Suy	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2020-08-08	272152.0	51.0	False	True
Chỉ Một Đêm Nữa Thôi	99%	RPT MCK	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2023-03-02	141760.0	54.0	True	True
Bài Này Chill Phết	Bài Này Chill Phết	Đen	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2019	276000.0	54.0	False	True
