artist	track	wks	t10	pk_rank	pk_streams	total_streams
Hoàng Thùy Linh	Intro	5	0	16	74202	195947
BLACKPINK	WHISTLE - KR Ver.	21	0	96	26477	195913
Taylor Swift	Guilty as Sin?	1	0	87	195162	195162
IZ*ONE	La Vie en Rose	21	0	25	14640	194745
Agust D	People	3	0	26	108294	194566
CARA	This Way	7	0	95	32504	194296
Taylor Swift	the 1	4	0	22	92727	193624
(G)I-DLE	HWAA	4	0	52	69587	193508
JEON SOMI	Fast Forward	2	0	150	102470	193466
TAEYEON	Can't Control Myself	4	0	82	62146	192501
Cardi B	I Like It	26	0	51	11465	192457
Ngọt	Mấy Khi	3	0	61	81323	192414
BTS	Butter (Sweeter Remix)	5	0	105	44113	192337
Future	Life Is Good	8	0	79	26755	191957
ERIK	Lac Nhau Co Phai Muon Doi (Music From “Cho Em Den Ngay Mai”)	1	0	144	191609	191609
BTS	Butter (Cooler Remix)	5	0	107	43808	191550
Avicii	Wake Me Up	23	1	3	33527	191166
RAP VIỆT	Enjoy Cái Moment Này	2	0	177	98833	191139
Trungg I.U	Tình Yêu Buông Tha Cho Chúng Ta	1	0	159	190503	190503
Taylor Swift	"""Slut!"" (Taylor's Version) (From The Vault)"	1	0	69	190163	190163
Taylor Swift	Mastermind	2	0	55	125928	190078
Huyền Tâm Môn	Phố Đã Lên Đèn - Cukak Remix	3	0	49	79573	188960
Post Malone	Psycho	15	0	25	30708	188435
RAP VIỆT	KHÔNG PHẢI TẠI NÓ	4	0	60	65995	187718
Hà Nhi	Chưa Quên Người Yêu Cũ (Live Version)	4	0	128	55497	187026
BTS	Go Go	28	0	33	18810	186989
Ed Sheeran	Overpass Graffiti	3	0	46	80447	186505
OneRepublic	Rescue Me	11	0	64	20056	186125
Tiên Tiên	Lo Xa	5	0	81	47988	185951
TAEYEON	Four Seasons	9	1	8	40316	185742
Pay	Bận Lòng	3	0	145	64259	185612
Hoàng Thùy Linh	Đánh Đố	3	0	81	80239	185302
Axel Johansson	The River	19	0	37	16349	184999
Miley Cyrus	Slide Away	7	0	29	42131	184871
Taylor Swift	Who’s Afraid of Little Old Me?	1	0	100	183574	183574
Alan Walker	Heading Home	7	0	79	34047	183158
Low G	Cypher Nhà Làm	4	0	80	55285	183062
ABBA	Happy New Year	6	0	98	57900	182044
ERIK	Dung co mo	15	0	20	17134	181874
RAP VIỆT	Cậu Ấm, Cô Chén	2	0	149	100329	181490
Kygo	Born To Be Yours	15	0	11	22521	181434
Tóc Tiên	906090	2	0	86	98705	181102
Hoà Minzy	Thị Mầu	2	0	144	95823	180591
Wxrdie	Get Money	1	0	156	180300	180300
Vũ Cát Tường	Chỉ Cần Có Nhau	1	0	171	179787	179787
King Of Rap	Mượn Rượu Tỏ Tình	6	0	128	34679	179747
BTS	Pied Piper	2	0	18	143674	179641
BTS	Paradise	13	1	10	61670	179563
GEMINI	Know me	3	0	94	71053	179428
IZ*ONE	FIESTA	6	0	70	41458	178968
HuyR	Cô Gái M52	18	0	29	15189	178533
NMIXX	DICE	3	0	105	73693	178509
BTS	Permission to Dance (R&B Remix)	5	0	74	53001	178036
Sơn Tùng M-TP	Hãy Trao Cho Anh (Sky Tour 2019)	5	0	49	48644	177965
Rhymastic	Lạc	4	0	84	55363	177847
Hồ Ngọc Hà	Gửi Người Yêu Cũ	10	0	13	37293	177670
Taylor Swift	my tears ricochet	4	0	24	86966	176930
LISA	Rockstar - Extended	1	0	94	176869	176869
Taylor Swift	champagne problems	4	0	42	75849	176789
Taylor Swift	loml	1	0	111	176166	176166
Taylor Swift	Fresh Out The Slammer	1	0	113	176042	176042
Post Malone	Saint-Tropez	7	0	47	36669	176033
Tăng Phúc	Kỳ Vọng Sai Lầm	3	0	143	63912	176032
Avicii	Without You	23	1	6	27738	175496
ITZY	ICY	8	0	37	35558	175434
IU	Blueming	10	0	121	21214	175428
The Weeknd	Cry For Me	1	0	139	175273	175273
WINNER	EVERYDAY	17	1	8	32633	175189
Chillies	Ms. May	4	0	74	58734	175176
Đông Nhi	Giả Vờ Say	16	0	22	21062	175086
Eminem	Godzilla	7	0	67	31578	174468
Saweetie	Best Friend	6	0	169	30686	174287
Taylor Swift	Only The Young - Featured in Miss Americana	5	0	40	48665	173882
SEULGI	28 Reasons	3	0	113	70066	173753
EXO	Let Me In	2	0	177	86897	173586
Ariana Grande	supernatural	1	0	115	173414	173414
RM	Right People, Wrong Place	1	0	108	173081	173081
MONO	Anh Không Thể	3	0	141	59245	172940
Kendrick Lamar	All The Stars	13	0	15	34446	172923
Lady Gaga	Abracadabra	1	0	174	172008	172008
Jack - J97	Dưới Tán Cây Khô Hoa Nở	1	0	195	171033	171033
BLACKPINK	Hope Not	7	1	9	58430	170832
Binz	Hồn Lỡ Sa Vào	1	0	173	170690	170690
The Weeknd	Heartless	7	0	46	39494	170123
(G)I-DLE	Senorita	12	0	20	30649	170019
Metro Boomin	Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)	2	0	172	88566	169739
j-hope	on the street (solo version)	1	0	114	169542	169542
AMEE	anh nhà ở đâu thế	6	0	74	38093	168933
Masew	Thương Nhiều Hơn Nói	17	0	22	16736	168913
TRANG	Thư Cho Anh	21	0	42	11603	168808
League of Legends	Phoenix	7	0	45	38555	168559
Mỹ Tâm	Dau the Ma	21	0	43	18240	168394
Lady Gaga	Stupid Love	4	0	28	68080	167384
Wxrdie	Ca Khúc Cuối	1	0	166	167152	167152
True Damage	GIANTS	4	0	16	62507	167085
Chillies	Những Con Đường Song Song	8	0	125	26268	167076
K-ICM	Tình Là Gì Đây Em Ơi	2	0	49	86895	166958
Beyoncé	Halo	28	0	108	12699	166852
Miley Cyrus	Midnight Sky	5	0	51	47219	166012
Miley Cyrus	Mother's Daughter	8	0	22	36077	165754
j-hope	Blue Side	2	0	35	120839	164897
Thắng	Hướng Dương	1	0	119	164551	164551
Justin Bieber	Honest	2	0	47	103849	164534
SOOBIN	Between us - Vietnamese version	21	0	46	11379	164526
(G)I-DLE	LATATA	20	0	23	15252	164315
UMIE	Không Yêu Xin Đừng Nói (Piano Version)	1	0	156	164106	164106
Anh Khang	Em Gai Mua Cover - Huong Tram ft Anh Khang - Original	17	0	29	14814	164058
TOMORROW X TOGETHER	CROWN	11	0	33	23990	163303
CHUNG HA	Snapping	10	0	82	20811	162913
RAP VIỆT	Anh Chồng Quốc Dân Của Em	3	0	58	72466	162555
Low G	Dáng Xinh	3	0	63	69650	162443
SUNMI	Gashina	28	0	127	11398	162288
Am Mi	Anh Thuong Em Nhat Do - Acoustic Version	9	0	70	24237	162261
NCT DREAM	Candy	2	0	92	99261	162009
Billie Eilish	CHIHIRO	1	0	122	161416	161416
K-ICM	Tình Xa Lúc Ban Chiều - Piano Version	3	0	93	62991	160904
Katy Perry	Cry About It Later	5	0	76	36771	160873
Ed Sheeran	Cross Me	8	0	33	30801	160420
BTS	MIC Drop	19	0	35	18022	160304
Dennis Lloyd	Nevermind	20	0	43	13739	160237
Bruno Mars	Smokin Out The Window	4	0	111	44661	160031
Mabel	Don't Call Me Up	11	0	52	18342	159764
Travis Scott	SICKO MODE	24	0	55	9478	159323
JVKE	this is what falling in love feels like	4	0	157	43730	159064
SHAUN	Bad Habits	10	0	13	25694	158716
BTS	So What	10	0	11	58063	158639
Wxrdie	Anh Freestyle	1	0	179	158280	158280
BTS	I'm Fine	12	1	5	45699	158252
Ariana Grande	imagine	12	0	12	24387	157943
keshi	UNDERSTAND	2	0	185	79922	157840
RAP VIỆT	Hy Vọng	3	0	50	65055	157750
Chị Đẹp Đạp Gió Rẽ Sóng	NẾU ANH LÀ CỦA EM	1	0	191	157535	157535
Chu Thúy Quỳnh	Xem Như Anh Chẳng May	3	0	132	54653	157501
tlinh	ái	1	0	90	157443	157443
Coldplay	My Universe - Instrumental	3	0	36	89274	157415
Marshmello	OK Not To Be OK	6	0	91	32598	157142
Mỹ Tâm	Lanh Lung	20	0	50	16717	156162
Bazzi	Paradise	10	0	54	21742	156072
Lauv	Drugs & The Internet	9	0	41	25691	155414
5 Seconds of Summer	Teeth	8	0	60	27346	155349
SuperM	Jopping	6	0	19	54952	155285
Jonas Brothers	What A Man Gotta Do	6	0	69	29271	154976
ILLIT	Cherish (My Love)	1	0	183	154746	154746
Taylor Swift	I Can See You (Taylor’s Version) (From The Vault)	1	0	65	154732	154732
Obito	Trốn Chạy	1	0	99	154452	154452
Taylor Swift	I Can Fix Him (No Really I Can)	1	0	144	154320	154320
Ariana Grande	true story	1	0	138	154282	154282
Kina Grannis	Can’t Help Falling in Love	20	0	41	11697	154157
The Weeknd	Dancing In The Flames	1	0	153	154141	154141
Fools Garden	Lemon Tree	5	0	89	36801	154132
5 Seconds of Summer	Lie To Me	12	0	31	15054	153718
TWICE	YES or YES	14	0	11	24349	153633
Taylor Swift	Red (Taylor's Version)	3	0	55	72078	153404
David Guetta	I'm Good (Blue)	3	0	149	56699	153264
Andy Williams	It's the Most Wonderful Time of the Year	7	0	72	46263	153227
buitruonglinh	Từng Ngày Như Mãi Mãi	1	0	195	153159	153159
ZAYN	Let Me	13	2	8	29039	153074
BTS	Dynamite - EDM Remix	4	0	46	60251	152750
Bích Phương	Ngày Xuân Long Phụng Sum Vầy	4	0	116	52916	152688
Bích Phương	Tiễn Khách	14	0	17	21857	152470
IU	BBIBBI	16	0	14	20091	152397
DJ Khaled	No Brainer	10	0	12	23965	152363
New Hope Club	Know Me Too Well	3	0	132	58137	152231
TWICE	SCIENTIST	3	0	56	71883	152153
Alec Benjamin	Jesus In LA	8	0	78	22235	152054
The Chainsmokers	Somebody	16	0	26	13314	151929
G-DRAGON	POWER	1	0	179	151866	151866
RAP VIỆT	LOVE SOMEBODY	1	0	196	151605	151605
Taylor Swift	Style (Taylor's Version)	1	0	106	151175	151175
Đặng Trí	Em Ơi Sau Này	1	0	145	150920	150920
Lee Young Ji	Small girl	1	0	127	150501	150501
BTS	Trivia 起 : Just Dance	9	1	6	48169	150405
Taylor Swift	The Alchemy	1	0	157	149895	149895
Sơn Tùng M-TP	Chắc Ai Đó Sẽ Về (Sky Tour 2019)	4	0	53	47014	149819
Glass Animals	The Other Side Of Paradise	4	0	143	40519	149436
Selena Gomez	Feel Me	5	0	71	40869	149050
Thiều Bảo Trâm	Chúng Ta Làm Bạn Được Không?	3	0	127	53473	148882
TWICE	What is Love?	18	0	21	18110	148702
Wxrdie	Cả 2	1	0	194	148625	148625
Brave Girls	Rollin'	4	0	88	49858	148579
Taylor Swift	I Forgot That You Existed	5	0	14	64284	148508
Unknown Artist	NHẠT	9	0	66	20544	148449
David Guetta	Flames	19	0	52	16590	148352
Lauv	Never Not	6	0	91	29287	148333
Taylor Swift	no body, no crime	3	0	47	72236	148324
Martin Garrix	Burn Out	13	1	6	21730	148029
Bruno Mars	That's What I Like	2	0	180	143593	147876
MeloMance	Love, Maybe	3	0	127	50258	147621
Ariana Grande	One Last Time	18	0	120	9827	147587
Kelly Clarkson	Underneath the Tree	5	0	82	49963	147346
Axwell /\ Ingrosso	More Than You Know	21	0	86	12758	147018
BigDaddy	Mê Ly	4	0	64	51051	146734
BTS	FAKE LOVE (Rocking Vibe Mix)	15	1	8	32143	146503
Hoàng Dũng	Vì Một Câu Nói	4	0	115	43179	146242
WILLOW	Wait a Minute!	3	0	121	52323	145837
RM	Nuts	1	0	146	145715	145715
Taylor Swift	the last great american dynasty	3	0	26	83229	145679
John Mayer	New Light	18	0	26	14984	145634
7UPPERCUTS	Đừng Yêu Người Nổi Tiếng	2	0	136	76229	145571
Thanh Hưng	Vạn Sự Tuỳ Duyên	1	0	183	144378	144378
Selena Gomez	Boyfriend	5	0	61	39786	143966
Sam Smith	I’m Ready	5	0	65	36697	143824
EXO	Tempo	12	1	7	33046	143723
Lil Tecca	Ransom	8	0	88	21321	143615
RAP VIỆT	NẮNG	1	0	200	143534	143534
RM	out of love	1	0	150	143424	143424
Taylor Swift	The Smallest Man Who Ever Lived	1	0	168	143417	143417
Tiësto	Jackie Chan	17	0	43	12024	143267
Ngọc Dolil	Cung Anh - Ngoc Dolil, Hagi, STee - Original	19	0	50	11738	143248
Sơn Tùng M-TP	Remember Me (Sky Tour 2019)	4	0	50	48536	143134
My Anh	Nhìn Những Mùa Thu Đi	3	0	115	56286	143057
BAEKHYUN	Candy	4	0	40	50064	142572
aespa	Life's Too Short - English Version	2	0	72	79987	142130
Taylor Swift	Say Don't Go (Taylor's Version) (From The Vault)	1	0	122	142048	142048
16 Typh	Người Chơi Hệ Đẹp - Cukak Remix	5	0	157	31033	141612
Avicii	Heaven	6	0	30	31708	141501
Đen	hai triệu năm - Madihu mix	7	0	96	24891	141116
BTS	Intro: Boy Meets Evil	2	0	32	99809	140988
Ariana Grande	i wish i hated you	1	0	168	140620	140620
j-hope	i don't know	1	0	162	140608	140608
MIN	Y.E.U (L.O.V.E) [Edm Version]	9	1	9	32734	140484
Phương Ly	Little Love (But No Limit)	1	0	124	140261	140261
TOMORROW X TOGETHER	Opening Sequence	3	0	99	58836	140120
The Weeknd	After Hours	5	0	77	36246	140001
tlinh	ghệ iu dấu của em ơi (ft. Khoi Vu)	1	0	105	139968	139968
Mỹ Tâm	Vậy Cũng Vui	6	0	96	30603	139841
Mark Ronson	Nothing Breaks Like a Heart	11	0	21	18723	139575
Bình Gold	Đổi Tư Thế	1	0	192	139507	139507
Ngọt	09 Chuyện Thường	1	0	166	139092	139092
BTS	Outro: Her	6	0	32	57666	139018
X1	FLASH	6	0	39	39303	138597
Shawn Mendes	Summer of Love (Shawn Mendes & Tainy)	3	0	65	55207	138462
j-hope	lock / unlock	1	0	165	138419	138419
Bazzi	Mine	11	0	32	26613	138161
Nhiều người hát	Da Biet Se Co Ngay Hom Qua	16	0	32	14270	137990
Obito	16	1	0	121	137903	137903
Céline Dion	"Ashes - from ""Deadpool 2"" Motion Picture Soundtrack"	13	0	19	21691	137614
Obito	Vô Điều Kiện	1	0	123	137552	137552
Kejo	Biết Đâu Sẽ Mất	1	0	143	137295	137295
SPACESPEAKERS	Everyday	17	0	32	15197	137246
Avicii	Waiting For Love	14	1	4	29390	136989
THE SCOTTS	THE SCOTTS	5	0	78	33050	136671
MAX	IT'S YOU	2	0	167	81022	136573
Ariana Grande	34+35 Remix	4	0	72	52721	136557
Trần Quang Ngọc	Anh đánh rơi người yêu	1	0	38	136451	136451
Trần Quang Ngọc	Yêu một người có lẽ	1	0	39	136448	136448
MOMOLAND	BAAM	16	0	15	18207	136250
OgeNus	Say Yes (Vietnamese Version)	1	0	173	136169	136169
EXID	I Love You	12	0	12	23418	136113
Khalid	My Bad	7	0	29	24810	135361
Agust D	Moonlight	2	0	46	85118	134859
Alan Walker	Live Fast - PUBGM	6	0	42	32747	134808
Juice WRLD	Lucid Dreams	15	0	59	18797	134559
Bùi Lan Hương	"Ngày Chưa Giông Bão (Theme Song From ""Người Bất Tử"")"	4	0	157	35235	134070
Clean Bandit	I Miss You	17	0	80	15185	133905
Jack - J97	Chúng Ta Rồi Sẽ Hạnh Phúc (Hướng Dương Ngược Nắng)	1	0	165	133691	133691
24k.Right	Phù Hộ Cho Con	1	0	181	133391	133391
RM	Domodachi	1	0	165	133337	133337
Stray Kids	Chk Chk Boom	1	0	173	133229	133229
AURORA	Cure For Me	4	0	110	39263	133060
Taylor Swift	This Love (Taylor’s Version)	2	0	55	87152	133016
K-ICM	Hồ Điệp Hoa Niên	2	0	81	67788	132944
SEVENTEEN	MAESTRO	1	0	165	132850	132850
Wxrdie	CẦN GÌ NÓI IU	2	0	145	72150	132754
Ariana Grande	test drive	3	0	58	58855	132718
Ariana Grande	imperfect for you	1	0	184	132616	132616
BTS	No More Dream	2	0	63	93140	132527
CHUNG HA	Gotta Go	13	0	31	15189	132283
T.R.I	Hoa Bấy Bì	2	0	80	75511	132067
Tyga	Freaky Deaky	3	0	117	52288	131611
Quân A.P	Đáp Án Cuối Cùng	2	0	115	68834	130850
Regard	Ride It	7	0	116	21734	130746
Drake	Way 2 Sexy	3	0	60	56108	130622
*NSYNC	Bye Bye Bye	1	0	182	130498	130498
Obito	Con kể Ba nghe	1	0	138	130459	130459
RAP VIỆT	Con Nhà Người Ta	3	0	70	52519	130307
Ariana Grande	Saturn Returns Interlude	1	0	188	129895	129895
Vũ.	Là	19	0	62	9883	129469
"ANH TRAI ""SAY HI"""	NỖI ĐAU NGÂY DẠI	1	0	177	129120	129120
Taylor Swift	Blank Space (Taylor's Version)	1	0	140	129092	129092
RM	Groin	1	0	178	128539	128539
RPT MCK	50/50	1	0	104	128325	128325
BTS	Serendipity (Full Length Edition)	10	1	8	38586	128151
Taylor Swift	mirrorball	3	0	32	72996	128076
Idina Menzel	Into the Unknown	5	0	52	34537	127942
Heize	We don’t talk together	5	0	29	44655	127715
"ANH TRAI ""SAY HI"""	ĐOÁ HỒNG CHƠI VƠI	1	0	195	127580	127580
Obito	Backstage Freestyle	1	0	143	127459	127459
Lady Gaga	I'll Never Love Again - Film Version	14	0	20	14598	127320
Miley Cyrus	Used To Be Young	1	0	115	127318	127318
Hồ Ngọc Hà	Giac Mo Chi La Giac Mo	12	0	18	16644	127106
Taylor Swift	Clara Bow	1	0	200	126949	126949
RM	? (Interlude)	1	0	182	126482	126482
Austin Mahone	Send It	16	0	41	12038	126455
RM	Heaven	1	0	184	126217	126217
Taylor Swift	seven	3	0	34	70187	126162
King Princess	1950	17	0	61	11056	125998
Post Malone	Cooped Up	3	0	148	45117	125866
Apink	Dumhdurum	4	0	62	37981	125851
Martin Garrix	No Sleep	9	0	43	18347	125505
j-hope	what if… (dance mix)	1	0	192	125466	125466
BTS	Outro: Wings	1	0	21	125266	125266
Why Don't We	8 Letters	15	0	43	11421	124988
CHANYEOL	Stay With Me	17	0	75	15442	124728
BTS	Dynamite - Tropical Remix	4	0	49	53305	124609
Quavo	Tough	1	0	179	124412	124412
BTS	Boy In Luv	2	0	72	83971	124375
Calum Scott	Heaven	2	0	90	65996	124125
Tùng Dương	Ngày Chưa Giông Bão	4	0	149	32607	123941
Hoàng Duyên	Mê	3	0	137	45603	123513
hooligan.	NICOT!NE	3	0	154	45579	122928
RM	seoul (prod. HONNE)	8	0	13	44497	122898
BLACKPINK	DDU-DU DDU-DU - Remix	6	0	11	47112	122604
Kygo	"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")"	8	0	66	18853	122267
16 Typh	CÁM ƠN	1	0	118	122264	122264
Taylor Swift	Miss Americana & The Heartbreak Prince	4	0	16	59457	122137
фрози	supїdo	1	0	122	121773	121773
Demi Lovato	Met Him Last Night	3	0	106	46367	121763
BTS	Begin	2	0	98	69659	121727
BIGBANG	FLOWER ROAD	8	0	18	33518	121695
Lil Nas X	STAR WALKIN' (League of Legends Worlds Anthem)	2	0	107	70998	121675
Ariana Grande	needy	7	0	13	35485	121279
Stray Kids	Lose My Breath	1	0	192	121235	121235
Calvin Harris	Promises	11	0	29	14694	121032
Billie Eilish	"What Was I Made For? [From The Motion Picture ""Barbie""]"	1	0	105	120950	120950
Diplo	Lonely	6	0	88	22571	120418
Red Velvet	Chill Kill	1	0	157	120210	120210
Ariana Grande	pov	4	0	136	30652	119629
Ngọt	GIẢ VỜ	4	0	33	42105	119553
Tùa	Nếu Anh Thấy Lòng Mình Yếu Đuối	3	0	122	44046	119236
Đức Phúc	Người Tình Mùa Đông	2	0	180	61900	119102
Bảo Anh	Như Lời Đồn	13	0	12	17885	119094
tlinh	ghệ iu dấu của em ơi (ft. Hoāng)	1	0	105	118997	118997
Rum	Ôm Trọn Nỗi Nhớ	4	0	156	31576	118981
Ngọt	EM CÓ CHẮC Không (?) (Bài Ca Rebound)	4	0	35	41392	118919
Hà Anh Tuấn	Xuân Thì	4	0	162	34556	118879
NewJeans	Right Now	1	0	193	118700	118700
SPACESPEAKERS	A Veil of Mist	2	0	141	64081	118618
Ed Sheeran	Visiting Hours	3	0	75	51743	118612
RM	Around the world in a day	1	0	199	118589	118589
lucidbeatz	all night	1	0	127	118240	118240
Phùng Khánh Linh	Thành Phố Xa Lạ	12	0	43	13217	118184
Kanye West	Hurricane	3	0	84	44654	117832
NAYEON	ABCD	1	0	184	117759	117759
The Weeknd	Double Fantasy	1	0	112	117688	117688
Kygo	Remind Me to Forget	13	0	59	17149	117653
Megan Thee Stallion	Savage Remix	5	0	113	27105	117521
Taylor Swift	You All Over Me	3	0	107	45250	117402
XXXTENTACION	Arms Around You	12	0	30	13701	117002
Phương Mỹ Chi	Hai Đứa Trẻ	1	0	124	116270	116270
Twenty One Pilots	Level of Concern	4	0	81	32713	116099
Adele	Strangers By Nature	2	0	46	82418	116092
Thiều Bảo Trâm	Love Rosie	3	0	100	45925	115930
Sam Smith	Stay With Me	18	0	127	9000	115647
MIN	Đừng Yêu Nữa, Em Mệt Rồi	2	0	163	59202	115602
Đen	Đố Em Biết Anh Đang Nghĩ Gì (Madihu Remix)	12	0	84	10344	115485
Adele	I Drink Wine	2	0	50	79824	115453
T-ARA	ALL KILL	2	0	54	74515	115422
Miley Cyrus	River	1	0	117	115120	115120
Coldplay	The Scientist	21	0	150	8891	115048
Taylor Swift	Cornelia Street	4	0	21	53966	114910
Taylor Swift	Out Of The Woods (Taylor's Version)	1	0	175	114582	114582
aespa	Welcome To MY World	1	0	125	114554	114554
RAP VIỆT	?	3	0	89	47885	114550
Kiều Chi	Anh Thôi Nhân Nhượng Cover	1	0	200	114252	114252
Binz	021	4	0	94	32363	113915
Lyly	Người Ta Đâu Thương Em	4	0	139	33163	113703
Dean Martin	Let It Snow! Let It Snow! Let It Snow!	4	0	99	44575	113522
Only C	Đau Để Trưởng Thành	2	0	130	61142	113514
Regard	You	3	0	111	43086	112646
Nicki Minaj	Bed	9	0	17	18133	112638
Rita Ora	Let You Love Me	13	0	32	12777	112573
Chillies	Một Cái Tên	3	0	128	43275	112512
Linh Thộn	Anh Yêu Em Cực	2	0	147	63534	112011
GUrbane	Da Key	1	0	199	111926	111926
aespa	Better Things	1	0	145	111892	111892
Bùi Lan Hương	Nhìn Những Mùa Thu Đi - Em Và Trịnh Original Soundtrack	2	0	98	61401	111859
Why Don't We	I Don't Belong In This Club	9	0	84	16263	111784
Travis Scott	FE!N	1	0	200	111708	111708
Taylor Swift	Welcome To New York (Taylor's Version)	1	0	184	111599	111599
Vũ.	Chợt Nhìn Nhau	2	0	140	55737	111392
Dua Lipa	"Swan Song (From the Motion Picture ""Alita: Battle Angel"")"	8	0	22	23587	111389
RAP VIỆT	Chúng Ta Đều Là Người Chiến Thắng	3	0	106	44132	111316
Lil Tjay	Calling My Phone	4	0	171	29375	111195
Khalid	Know Your Worth	4	0	73	32020	111087
Taylor Swift	Now That We Don't Talk (Taylor's Version) (From The Vault)	1	0	187	110810	110810
Taylor Swift	London Boy	4	0	23	51124	110784
Mason Nguyen	Hai Thằng Bịp	1	0	195	110610	110610
StarBoi3	Dick	3	0	122	42998	110311
Justin Bieber	Red Eye	2	0	64	60358	110240
Dynoro	In My Mind	12	0	40	12490	109732
Zac Efron	Rewrite The Stars	11	0	27	25423	109700
Cukak	Đường Tôi Chở Em Về - Remix	3	0	96	44294	109604
HIEUTHUHAI	DYNAMIC DUO	2	0	109	55435	109543
Camila Cabello	Don't Go Yet	3	0	84	48285	109500
SUNMI	Siren	15	0	46	11126	109450
Obito	Champion	1	0	181	109289	109289
Sia	Audio	15	0	55	10995	109267
TEMPEST	Vroom Vroom	1	0	143	108500	108500
The Masked Singer	Gặp Lại Năm Ta 60	1	0	196	108219	108219
OneRepublic	Counting Stars	22	0	135	5388	108102
Hồ Ngọc Hà	Càng Trưởng Thành, Càng Cô Đơn	4	0	97	33355	108026
World the Kid	Cupid Twin Version	1	0	121	107870	107870
Martin Garrix	Used To Love	5	0	98	24428	107548
Binz	Make Me Feel	1	0	200	107186	107186
RPT MCK	00	1	0	123	106967	106967
Ashley O	On A Roll	6	0	73	21614	106837
Ngọt	Đốt	2	0	65	73458	106792
Hailee Steinfeld	Capital Letters	13	0	54	18847	106788
Meghan Trainor	Like I'm Gonna Lose You	17	0	111	9981	106770
Coldplay	Let Somebody Go	2	0	65	58184	106571
Bích Phương	Bao Giờ Lấy Chồng	16	0	48	13212	106209
Billie Eilish	i love you	7	0	98	15966	105660
Bảo Uyên	Những Câu Hỏi Khi Say	1	0	199	105423	105423
tlinh	kết thúc = mở đầu	1	0	163	105342	105342
Taylor Swift	Enchanted (Taylor's Version)	1	0	131	105182	105182
Jamie Miller	Here's Your Perfect	4	0	181	27215	105106
WINNER	REALLY REALLY - KR ver.	17	0	113	10818	104949
Đen	Cô Gái Bàn Bên	7	0	161	17339	104735
BTS	Dope	2	0	55	64564	104611
BTS	Answer : Love Myself	8	1	7	38953	104488
Lauv	Modern Loneliness	4	0	111	28784	104194
Adele	Can I Get It	2	0	57	69752	104084
Taylor Swift	Mr. Perfectly Fine (Taylor’s Version) (From The Vault)	2	0	65	66626	103779
Harry Styles	Late Night Talking	2	0	108	54764	103749
Jonas Brothers	Only Human	6	0	64	22329	103685
RAP VIỆT	Lối Đi Riêng	1	0	154	103599	103599
BTS	Look Here	1	0	39	103539	103539
Lauv	Changes	5	0	77	27536	103352
Rihanna	Take A Bow - Main	18	0	144	10470	103153
RAP VIỆT	Yêu Là Phải Nói	3	0	98	37380	102997
Drake	Don’t Matter To Me	6	2	8	27163	102667
Tyga	Taste	14	0	59	9811	102351
ITZY	SNEAKERS	2	0	110	58746	102349
Kiều Chi	Một Ngày Buồn	1	0	194	102323	102323
EXO	Love Shot	10	0	14	18425	102040
Shawn Mendes	When You're Gone	2	0	107	54581	101903
BTS	BTS Cypher Pt.3: Killer	2	0	115	61020	101613
Stray Kids	S-Class	1	0	138	101320	101320
Sol Silva	016 Tan Du	2	0	142	50812	101222
Skrillex	Don’t Go	3	0	100	38667	101105
BTS	Epiphany	8	0	11	33889	101003
Sơn Tùng M-TP	Skyler	3	0	101	43294	100955
Tóc Tiên	Mình Yêu Đến Đây Thôi	2	0	80	61727	100893
JP Saxe	If The World Was Ending	5	0	171	21080	100409
Isaac	Gia Ngay Dau Dung Noi Thuong Nhau	12	0	39	11630	100274
Lauv	Enemies	12	0	33	12670	100181
Lorde	Solar Power	2	0	69	63328	100160
Đen	Lộn Xộn 2	7	0	145	18875	100080
Xesi	Đắm	3	0	98	43058	100044
Post Malone	Motley Crew	3	0	113	39142	99860
Low G	Phân Thân	2	0	96	59382	99596
Billie Eilish	bellyache	11	0	132	11123	99558
Ali Gatie	What If I Told You That I Love You	5	0	127	23244	99505
Lauv	Love Somebody	3	0	75	38060	99487
RAP VIỆT	Anh Không Xứng	1	0	164	99219	99219
SUNI	Từ Khung Cửa Sổ Này	1	0	158	99001	99001
HuyR	Cô Gái Vàng	4	0	140	26101	98938
Lil Dicky	Freaky Friday	9	0	36	16554	98520
Hiền Hồ	Người Rất Tốt Không Gặp Sẽ Tốt Hơn	1	0	122	98516	98516
Lizzo	Good As Hell	5	0	119	21550	98509
Cukak	Em Là Nhất - Cukak Remix	2	0	141	50975	98339
RAP VIỆT	Thầy Bói Xem Voi	1	0	158	98339	98339
JUUN D	Friendzone (Yeu Ban Duoc Khong)	10	0	36	14142	97868
TOMORROW X TOGETHER	Trust Fund Baby	2	0	109	55812	97840
Khắc Việt	Yêu Lại Từ Đầu	15	0	58	13692	97794
Uyên Linh	Người Hát Tình Ca	7	0	24	30737	97260
Thùy Trang	Anh Thương Em Nhất Mà	6	0	139	17990	96974
Post Malone	Chemical	1	0	134	96963	96963
Music Factory	Cupid Twin Version (Sped Up) - Remix	1	0	140	96843	96843
Alan Walker	Running Out of Roses	3	0	123	36511	96826
